station,catchment,district,lat,lon
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
JHADOL (A),106,UDAIPUR,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,UDAIPUR,"240 22"" N","730 11"" E"
TARPAL (A),106,UDAIPUR,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
BABALWARA,,UDAIPUR,,
BAGOLIA *,,UDAIPUR,,
BARAWARDA,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI *,,UDAIPUR,,
CHANDRABHAGA *,,UDAIPUR,,
GHASA,,UDAIPUR,,
JAISAMAND *,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR,,UDAIPUR,,
KEWARA,,UDAIPUR,,
KHEMLI *,,UDAIPUR,,
KURABAR,,UDAIPUR,,
MOMER,,UDAIPUR,,
NAGLIA,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA *,,UDAIPUR,,
PADUNA,,UDAIPUR,,
RAKHABDEV *,,UDAIPUR,,
SOM PICKUP WEIR *,,UDAIPUR,,
VANA,406,UDAIPUR,"240 36"" N","740 08"" E"
DHARIAWAD (IRRI),,UDAIPUR,,
UDAIPUR CITY *,406,UDAIPUR,"240 35"" N","730 42"" E"
SAROOP SAGAR *,,UDAIPUR,,
DEWAS STAGE 1ST *,,UDAIPUR,,
SOM KAGDARU DAM *,,UDAIPUR,,
NAYABAT,,UDAIPUR,,
DAYA,,UDAIPUR,,
KEJAR *,,UDAIPUR,,
BHAGA *,,UDAIPUR,,
AMET,406,UDAIPUR,"250 18"" N","730 55"" E"
BHIM,406,UDAIPUR,"250 45"" N","740 05"" E"
DEOGARH,406,UDAIPUR,"250 32"" N","730 55"" E"
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
KUMBHALGARH,108,UDAIPUR,"250 09"" N","730 35"" E"
MAVLI ,406,UDAIPUR,"240 47"" N","730 59"" E"
NATHDWARA,406,UDAIPUR,"240 56"" N","730 50"" E"
RAILMAGRA,406,UDAIPUR,"240 58"" N","740 06"" E"
RAJSAMAND,406,UDAIPUR,"250 04"" N","730 53"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
JHADOL (A) ,106,UDAIPUR,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,UDAIPUR,"240 22"" N","730 11"" E"
TARPAL (A),106,UDAIPUR,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
BABALWARA,,UDAIPUR,,
BAGOLIA *,,UDAIPUR,,
BARAWARDA,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI,,UDAIPUR,,
CHANDRABHAGA,,UDAIPUR,,
GHASA,,UDAIPUR,,
JAISAMAND,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR,,UDAIPUR,,
KEWARA,,UDAIPUR,,
KHEMLI,,UDAIPUR,,
KURABAR,,UDAIPUR,,
MOMER,,UDAIPUR,,
NAGLIA,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA,,UDAIPUR,,
PADUNA,,UDAIPUR,,
RAKHABDEV,,UDAIPUR,,
SOM *,,UDAIPUR,,
VANA,406,UDAIPUR,"240 36"" N","740 08"" E"
DHARIAWAD(IRRI),,UDAIPUR,,
SAROOP SAGAR *,,UDAIPUR,,
JAISAMAD *,,UDAIPUR,,
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
JHADOL (A),106,UDAIPUR,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,UDAIPUR,"240 22"" N","730 11"" E"
TARPAL (A),106,UDAIPUR,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
BABALWARA *,,UDAIPUR,,
BAGOLIA *,,UDAIPUR,,
BARAWARDA *,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI *,,UDAIPUR,,
CHANDRABHAGA *,,UDAIPUR,,
GHASA *,,UDAIPUR,,
JAISAMAND *,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR *,,UDAIPUR,,
KEWARA *,,UDAIPUR,,
KHEMLI *,,UDAIPUR,,
KURABAR *,,UDAIPUR,,
MOMER *,,UDAIPUR,,
NAGLIA *,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA ( NAND SAMAND ) *,,UDAIPUR,,
PADUNA *,,UDAIPUR,,
RAKHABDEV RH * ,,UDAIPUR,,
SOM *,,UDAIPUR,,
VANA *,406,UDAIPUR,"240 36"" N","740 08"" E"
UDAIPUR CITY (A) ,406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD (IRRI) *,105,UDAIPUR,"240 06"" N","740 28"" E"
SAROOP SAGAR *,,UDAIPUR,,
DEWAS *,,UDAIPUR,,
DAYA *,,UDAIPUR,,
SOM  KAGDAR DAM *,,UDAIPUR,,
SOM PICKUP WEIR * ,,UDAIPUR,,
AMET,406,UDAIPUR,"250 18"" N","730 55"" E"
BHIM,406,UDAIPUR,"250 45"" N","740 05"" E"
DEOGARH,406,UDAIPUR,"250 32"" N","730 55"" E"
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
KUMBHALGARH,108,UDAIPUR,"250 09"" N","730 35"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
NATHDWARA,406,UDAIPUR,"240 56"" N","730 50"" E"
RAILMAGRA,406,UDAIPUR,"240 58"" N","740 06"" E"
RAJSAMAND,406,UDAIPUR,"250 04"" N","730 53"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
JHADOL (A),106,UDAIPUR,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,UDAIPUR,"240 22"" N","730 11"" E"
TARPAL (A),106,UDAIPUR,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
BABALWARA,,UDAIPUR,,
BAGOLIA *,,UDAIPUR,,
BARAWARDA,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI *,,UDAIPUR,,
CHANDRABHAGA *,,UDAIPUR,,
GHASA*,,UDAIPUR,,
JAISAMAND *,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR *,,UDAIPUR,,
KEWARA *,,UDAIPUR,,
KHEMLI *,,UDAIPUR,,
KURABAR *,,UDAIPUR,,
MOMER *,,UDAIPUR,,
NAGLIA *,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA *,,UDAIPUR,,
NANDSMAND *,,UDAIPUR,,
RAKHABDEV *,,UDAIPUR,,
SOM *,,UDAIPUR,,
SOM KA GADHAR *,406,UDAIPUR,"240 36"" N","740 08"" E"
 DEWAS *,,UDAIPUR,,
SAROOP SAGAR *,,UDAIPUR,,
UDAIPUR CITY *,,UDAIPUR,,
DAYA *,,UDAIPUR,,
KEJAR *,,UDAIPUR,,
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
JHADOL (A),106,UDAIPUR,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,UDAIPUR,"240 22"" N","730 11"" E"
TARPAL (A),106,UDAIPUR,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
BABALWARA *,,UDAIPUR,,
BAGOLIA *,,UDAIPUR,,
BARAWARDA *,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI *,,UDAIPUR,,
CHANDRABHAGA *,,UDAIPUR,,
GHASA *,,UDAIPUR,,
JAISAMAND *,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR *,,UDAIPUR,,
KEWARA *,,UDAIPUR,,
KHEMLI *,,UDAIPUR,,
KURABAR *,,UDAIPUR,,
MOMER *,,UDAIPUR,,
NAGLIA *,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA *,,UDAIPUR,,
PADUNA *,,UDAIPUR,,
RAKHABDEV *,,UDAIPUR,,
SOM *,,UDAIPUR,,
VANA *,406,UDAIPUR,"240 36"" N","740 08"" E"
DHARIAWAD *,105,UDAIPUR,"240 06"" N","740 28"" E"
AMET,406,UDAIPUR,"250 18"" N","730 55"" E"
BHIM,406,UDAIPUR,"250 45"" N","740 05"" E"
DEOGARH,406,UDAIPUR,"250 32"" N","730 55"" E"
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
KUMBHALGARH,108,UDAIPUR,"250 09"" N","730 35"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
NATHDWARA,406,UDAIPUR,"240 56"" N","730 50"" E"
RAILMAGRA,406,UDAIPUR,"240 58"" N","740 06"" E"
RAJSAMAND,406,UDAIPUR,"250 04"" N","730 53"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
JHADOL (A),106,UDAIPUR,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,UDAIPUR,"240 22"" N","730 11"" E"
TARPAL (A),106,UDAIPUR,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
DHARIAWAD *,,UDAIPUR,,
BAGOLIA,,UDAIPUR,,
BARAWARDA,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI,,UDAIPUR,,
CHANDRABHAGA,,UDAIPUR,,
GHASA,,UDAIPUR,,
JAISAMAND,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR,,UDAIPUR,,
KEWARA,,UDAIPUR,,
KHEMLI,,UDAIPUR,,
KURABAR,,UDAIPUR,,
MOMER,,UDAIPUR,,
NAGLIA,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA,,UDAIPUR,,
PADUNA,,UDAIPUR,,
RAKHABDEV,,UDAIPUR,,
SOM,,UDAIPUR,,
VANA,406,UDAIPUR,"240 36"" N","740 08"" E"
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
JHADOL (A),106,UDAIPUR,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,UDAIPUR,"240 22"" N","730 11"" E"
TARPAL (A),106,UDAIPUR,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
BABALWARA *,,UDAIPUR,,
BAGOLIA *,,UDAIPUR,,
BARAWARDA *,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI *,,UDAIPUR,,
CHANDRABHAGA *,,UDAIPUR,,
GHASA *,,UDAIPUR,,
JAISAMAND *,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR *,,UDAIPUR,,
KEWARA *,,UDAIPUR,,
KHEMLI *,,UDAIPUR,,
KURABAR *,,UDAIPUR,,
MOMER *,,UDAIPUR,,
NAGLIA *,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA *,,UDAIPUR,,
PADUNA *,,UDAIPUR,,
RAKHABDEV *,,UDAIPUR,,
SOM *,,UDAIPUR,,
VANA *,406,UDAIPUR,"240 36"" N","740 08"" E"
DHARIAWAD *,105,UDAIPUR,"240 06"" N","740 28"" E"
AMET,406,UDAIPUR,"250 18"" N","730 55"" E"
BHIM,406,UDAIPUR,"250 45"" N","740 05"" E"
DEOGARH,406,UDAIPUR,"250 32"" N","730 55"" E"
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
KUMBHALGARH,108,UDAIPUR,"250 09"" N","730 35"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
NATHDWARA,406,UDAIPUR,"240 56"" N","730 50"" E"
RAILMAGRA,406,UDAIPUR,"240 58"" N","740 06"" E"
RAJSAMAND,406,UDAIPUR,"250 04"" N","730 53"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
JHADOL (A),106,UDAIPUR,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,UDAIPUR,"240 22"" N","730 11"" E"
TARPAL (A),106,UDAIPUR,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
BABALWARA,,UDAIPUR,,
BAGOLIA,,UDAIPUR,,
BARAWARDA,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI,,UDAIPUR,,
CHANDRABHAGA,,UDAIPUR,,
GHASA,,UDAIPUR,,
JAISAMAND,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR,,UDAIPUR,,
KEWARA,,UDAIPUR,,
KHEMLI,,UDAIPUR,,
KURABAR,,UDAIPUR,,
MOMER,,UDAIPUR,,
NAGLIA,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA,,UDAIPUR,,
PADUNA,,UDAIPUR,,
RAKHABDEV,,UDAIPUR,,
SOM,,UDAIPUR,,
VANA,406,UDAIPUR,"240 36"" N","740 08"" E"
DHARIAWAD IRRI *,105,UDAIPUR,"240 06"" N","740 28"" E"
AMET,406,UDAIPUR,"250 18"" N","730 55"" E"
BHIM,406,UDAIPUR,"250 45"" N","740 05"" E"
DEOGARH,406,UDAIPUR,"250 32"" N","730 55"" E"
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
KUMBHALGARH,108,UDAIPUR,"250 09"" N","730 35"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
NATHDWARA,406,UDAIPUR,"240 56"" N","730 50"" E"
RAILMAGRA,406,UDAIPUR,"240 58"" N","740 06"" E"
RAJSAMAND,406,UDAIPUR,"250 04"" N","730 53"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
JHADOL (A),106,UDAIPUR,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,UDAIPUR,"240 22"" N","730 11"" E"
TARPAL (A),106,UDAIPUR,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
BABALWARA,,UDAIPUR,,
BAGOLIA,,UDAIPUR,,
BARAWARDA,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI,,UDAIPUR,,
CHANDRABHAGA,,UDAIPUR,,
GHASA,,UDAIPUR,,
JAISAMAND,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR,,UDAIPUR,,
KEWARA,,UDAIPUR,,
KHEMLI,,UDAIPUR,,
KURABAR,,UDAIPUR,,
MOMER,,UDAIPUR,,
NAGLIA,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA,,UDAIPUR,,
PADUNA,,UDAIPUR,,
RAKHABDEV,,UDAIPUR,,
SOM KADAR,,UDAIPUR,,
VANA,406,UDAIPUR,"240 36"" N","740 08"" E"
DHARIAWAD *,406,UDAIPUR,"240 36"" N","740 08"" E"
UDAIPUR (IRRI),,UDAIPUR,,"740 08"" E"
SWROOPSAGAR *,,UDAIPUR,,"740 08"" E"
JAKHAM,,UDAIPUR,,"740 08"" E"
UDAISAGAR,,UDAIPUR,,"740 08"" E"
DEWAS,,UDAIPUR,,"740 08"" E"
DAYA,,UDAIPUR,,"740 08"" E"
AMET,406,UDAIPUR,"250 18"" N","730 55"" E"
BHIM,406,UDAIPUR,"250 45"" N","740 05"" E"
DEOGARH,406,UDAIPUR,"250 32"" N","730 55"" E"
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
KUMBHALGARH,108,UDAIPUR,"250 09"" N","730 35"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
NATHDWARA,406,UDAIPUR,"240 56"" N","730 50"" E"
RAILMAGRA,406,UDAIPUR,"240 58"" N","740 06"" E"
RAJSAMAND,406,UDAIPUR,"250 04"" N","730 53"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
JHADOL (A),106,UDAIPUR,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,UDAIPUR,"240 22"" N","730 11"" E"
TARPAL (A),106,UDAIPUR,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
BABALWARA,,UDAIPUR,,
BAGOLIA,,UDAIPUR,,
BARAWARDA,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI,,UDAIPUR,,
CHANDRABHAGA,,UDAIPUR,,
GHASA,,UDAIPUR,,
JAISAMAND,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR,,UDAIPUR,,
KEWARA,,UDAIPUR,,
KHEMLI,,UDAIPUR,,
KURABAR,,UDAIPUR,,
MOMER,,UDAIPUR,,
NAGLIA,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA,,UDAIPUR,,
PADUNA,,UDAIPUR,,
RAKHABDEV(IRR),,UDAIPUR,,
SOM,,UDAIPUR,,
VANA,406,UDAIPUR,"240 36"" N","740 08"" E"
DHARIAWAD(IRR),,UDAIPUR,,"730 50"" E"
JAISAMAND(IRR),,UDAIPUR,,"730 12"" E"
KEJAD(IRR),,UDAIPUR,,
DAYA(IRR),,UDAIPUR,,
GOGUNDA,,Udaipur,,
JHADOL,106,Udaipur,"240 24"" N","730 28"" E"
KHERWARA,105,Udaipur,"230 59"" N","730 36"" E"
KOTRA,106,Udaipur,"240 22"" N","730 10"" E"
MAVLI,406,Udaipur,"240 47"" N","730 59"" E"
SALUMBER,105,Udaipur,"240 08"" N","740 03"" E"
SARARA,105,Udaipur,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,Udaipur,,
VALLABH NAGAR,406,Udaipur,"240 52"" N","740 00"" E"
JHADOL (A),106,Udaipur,"240 23"" N","730 28"" E"
KOTRACANTT (A),106,Udaipur,"240 22"" N","730 11"" E"
TARPAL (A),106,Udaipur,"240 40"" N","730 35"" E"
UDAIPUR DABOK (A),406,Udaipur,"240 37"" N","730 53"" E"
UDAIPUR (A),406,Udaipur,"240 35"" N","730 42"" E"
DHARIAWAD,105,Udaipur,"240 06"" N","740 28"" E"
VALLABHNAGAR (AGRO),406,UDAIPUR,"240 38"" N","730 42"" E"
DHARIAWAD (IRRI),,UDAIPUR,,
BAGOLIA*,,UDAIPUR,,
BARAWARDA,105,UDAIPUR,"240 11"" N","740 42"" E"
BHARAI,,UDAIPUR,,
CHANDRABHAGA,,UDAIPUR,,
GHASA,,UDAIPUR,,
JAISAMAND *,106,UDAIPUR,"240 15"" N","730 12"" E"
KANOR,,UDAIPUR,,
KEWARA,,UDAIPUR,,
KHEMLI,,UDAIPUR,,
KURABAR,,UDAIPUR,,
MOMER,,UDAIPUR,,
NAGLIA,105,UDAIPUR,"240 08"" N","740 36"" E"
NAMANA,,UDAIPUR,,
PADUNA,,UDAIPUR,,
RAKHABDEV,,UDAIPUR,,
SOM,,UDAIPUR,,
VANA,406,UDAIPUR,"240 36"" N","740 08"" E"
UDAIPUR (IRRI) *,,UDAIPUR,,"740 08"" E"
UDAISAGAR *,,UDAIPUR,,"740 08"" E"
DEWAS *,,UDAIPUR,,"740 08"" E"
DAYA *,,UDAIPUR,,"740 08"" E"
SWARUPSAGAR *,,UDAIPUR,,"740 08"" E"
JAKHAM DAM *,,UDAIPUR,,"740 08"" E"
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
UDAIPUR DABOK (A),406,UDAIPUR,"240 37"" N","730 53"" E"
UDAIPUR (A),406,UDAIPUR,"240 35"" N","730 42"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
VALLABHNAGAR *,406,UDAIPUR,"240 38"" N","730 42"" E"
DHARIAWAD *,,UDAIPUR,,
BAGOLIA*,,UDAIPUR,,
BABALWADA*,,UDAIPUR,,
OGNA*,,UDAIPUR,,
JAISAMAND *,106,UDAIPUR,"240 15"" N","730 12"" E"
KEJAR*,,UDAIPUR,,
SEMARI*,,UDAIPUR,,
SOMKAGDAR*,,UDAIPUR,,
NAGLIA*,105,UDAIPUR,"240 08"" N","740 36"" E"
RAKHABDEV*,,UDAIPUR,,
SOM*,,UDAIPUR,,
UDAIPUR (IRRI) *,,UDAIPUR,,"740 08"" E"
UDAISAGAR *,,UDAIPUR,,"740 08"" E"
DEWAS *,,UDAIPUR,,"740 08"" E"
DAYA *,,UDAIPUR,,"740 08"" E"
SWARUPSAGAR *,,UDAIPUR,,"740 08"" E"
JAKHAM DAM *,,UDAIPUR,,"740 08"" E"
GOGUNDA,,UDAIPUR,,
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
UDAIPUR ( GIRWA ),,UDAIPUR,,
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
